code,short_name,academic_year,rule,rule_text,passed,detail,severity,sources,year_kind,entity_type
N06,昌平,113,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,True,"家長繳費 1,445,429 ÷ 105 人 ÷ 12 月 = 每月 1,147，登記月費 2,000",medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N06,昌平,113,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,True,家長分攤比率 0.123（同年度中位 0.113，穩健 z=+0.43）,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N07,北大,110,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,True,"教保費收入 14,247,593 ÷ 實際招收 149 人 = 每生 95,621，申報收費年額 95,052，比值 1.006",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N07,北大,110,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,False,"財報 150 人，登記 182 人，差 +32 人（容差 20 人）。請確認哪一邊是現行核定數，以及以另一邊為基礎核算之收費與補助是否需更正。　旁證：登記室內面積 1,757.7 ㎡，除以登記核定為 9.7 ㎡/人、除以財報核定為 11.7 ㎡/人（室內活動室法定下限 2.5 ㎡/人；主檔面積為全園室內面積，範圍較寬）",medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N07,北大,110,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,149 名幼兒 ÷ 12 位 = 12.42（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N07,北大,110,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 95,621.430 元/生（同年度中位 102,287.449 元/生，穩健 z=-0.64）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N07,北大,110,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,True,"家長繳費 2,928,961 ÷ 149 人 ÷ 12 月 = 每月 1,638，登記月費 2,000",medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N07,北大,110,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,True,家長分攤比率 0.206（同年度中位 0.209，穩健 z=-0.18）,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N07,北大,111,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,,111 學年度查無非營利園收費明細（鏡像自 111 學年度起全市 0 檔，109／110 分別為 23／31 檔）——資料不足，非該園未申報,medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N07,北大,111,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 182 人，登記 182 人，差 +0 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N07,北大,111,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,180 名幼兒 ÷ 17 位 = 10.59（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N07,北大,111,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 112,739.061 元/生（同年度中位 111,778.059 元/生，穩健 z=+0.10）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N07,北大,111,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,,缺附註三家長繳費、實際招收人數或登記每月收費,medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N07,北大,111,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,,本份報告未抽到附註三之教保費收入拆分,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N07,北大,112,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,,112 學年度查無非營利園收費明細（鏡像自 111 學年度起全市 0 檔，109／110 分別為 23／31 檔）——資料不足，非該園未申報,medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N07,北大,112,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 182 人，登記 182 人，差 +0 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N07,北大,112,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,180 名幼兒 ÷ 17 位 = 10.59（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N07,北大,112,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 115,400.694 元/生（同年度中位 116,550.739 元/生，穩健 z=-0.11）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N07,北大,112,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,True,"家長繳費 2,715,395 ÷ 180 人 ÷ 12 月 = 每月 1,257，登記月費 2,000",medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N07,北大,112,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,True,家長分攤比率 0.131（同年度中位 0.146，穩健 z=-0.65）,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
